customer_id,age_group,gender,country,customer_type,acquisition_channel,signup_date,product_category_preference,device_type,latent_business_profile,last_purchase_date,first_purchase_date,number_of_orders,total_spend,total_profit,net_revenue_after_returns,return_count,discounted_orders,total_discount_amount,average_order_value,days_since_last_purchase,customer_lifetime_value,return_rate,discount_dependency,repeat_purchase_flag,high_value_customer_flag,purchase_frequency,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,customer_segment,churn_risk_score,churn_risk_label
CUS-04381,55+,Female,UK,Returning,Affiliate,2023-02-04,Shoes,Mobile,Hibernating,2023-07-28,2023-07-28,1,163.02,31.36,0.0,1,1,52.62,163.02,888,163.02,1.0,0.24401780745687254,0,0,0.3439265536723164,888,1,163.02,1,1,2,112,Hibernating,100,High risk
CUS-01219,35-44,Female,Poland,Returning,TikTok Ads,2023-10-18,Dresses,Mobile,At Risk,2024-09-27,2023-12-22,2,152.32,41.82,65.15,1,2,41.97,76.16,461,152.32,0.5,0.2160172937361676,1,0,0.9063275434243175,461,2,152.32,1,1,2,112,Hibernating,100,High risk
CUS-04185,45-54,Female,Germany,Returning,Google Search,2024-02-19,Jeans,Mobile,At Risk,2024-09-19,2024-05-10,2,125.22999999999999,22.990000000000002,58.18,1,2,33.59,62.614999999999995,469,125.22999999999999,0.5,0.2114972925324267,1,0,1.0711143695014662,469,2,125.22999999999999,1,1,1,111,Hibernating,100,High risk
CUS-07345,25-34,Female,Germany,Returning,Google Search,2024-02-19,Shoes,Desktop,Hibernating,2024-03-31,2024-03-26,2,124.34,25.14,67.22,1,2,36.96,62.17,641,124.34,0.5,0.22913825170489768,1,0,1.0711143695014662,641,2,124.34,1,2,1,121,Hibernating,100,High risk
CUS-05509,25-34,Male,Germany,Returning,Meta Ads,2023-09-12,Shoes,Desktop,Discount Seekers,2025-04-22,2025-02-26,2,122.56,38.7,60.99,1,2,32.58,61.28,254,122.56,0.5,0.21000386747453914,1,0,0.8675771971496438,254,2,122.56,2,1,1,211,Hibernating,100,High risk
CUS-04919,35-44,Male,Poland,Returning,Display Ads,2024-06-22,Jeans,Mobile,At Risk,2024-06-27,2024-06-27,1,118.26,20.93,0.0,1,1,37.43,118.26,553,118.26,1.0,0.240413642494701,0,0,0.6545698924731183,553,1,118.26,1,1,1,111,Hibernating,100,High risk
CUS-05620,25-34,Male,UK,Returning,TikTok Ads,2023-04-18,Bags,Mobile,At Risk,2023-06-20,2023-05-26,2,117.95,32.53,68.15,1,2,31.67,58.975,926,117.95,0.5,0.21166956289266142,1,0,0.7386248736097069,926,2,117.95,1,2,1,121,Hibernating,100,High risk
CUS-04581,45-54,Male,UK,Returning,Affiliate,2023-03-16,Shoes,Mobile,Hibernating,2023-04-09,2023-04-01,2,113.81,29.71,29.22,1,2,29.94,56.905,998,113.81,0.5,0.20827826086956522,1,0,0.7147749510763209,998,2,113.81,1,1,1,111,Hibernating,100,High risk
CUS-04584,45-54,Male,Germany,Returning,Email,2024-02-14,Dresses,Mobile,At Risk,2024-02-25,2024-02-25,1,109.16,29.26,0.0,1,1,31.46,109.16,676,109.16,1.0,0.22372351016925046,0,0,0.5316593886462883,676,1,109.16,1,1,1,111,Hibernating,100,High risk
CUS-02263,25-34,Female,UK,Returning,TikTok Ads,2024-08-13,Shoes,Desktop,Hibernating,2024-09-23,2024-09-23,1,106.89,19.46,0.0,1,1,32.27,106.89,465,106.89,1.0,0.2318913480885312,0,0,0.7218379446640316,465,1,106.89,1,1,1,111,Hibernating,100,High risk
CUS-08685,18-24,Male,Italy,Returning,Affiliate,2023-11-13,Jeans,Desktop,Hibernating,2024-07-24,2024-07-24,1,106.73,17.27,0.0,1,1,27.78,106.73,526,106.73,1.0,0.2065273957326593,0,0,0.4682692307692307,526,1,106.73,1,1,1,111,Hibernating,100,High risk
CUS-05736,45-54,Female,France,Returning,Email,2023-09-27,Accessories,Desktop,Hibernating,2024-02-26,2024-02-20,2,100.02000000000001,28.61,48.35,1,2,26.31,50.010000000000005,675,100.02000000000001,0.5,0.2082640702920921,1,0,0.8833131801692866,675,2,100.02000000000001,1,2,1,121,Hibernating,100,High risk
CUS-08691,45-54,Male,Italy,Returning,Google Search,2023-07-18,Sportswear,Mobile,Discount Seekers,2024-10-04,2024-05-29,2,97.55000000000001,21.58,57.67,1,2,25.75,48.775000000000006,454,97.55000000000001,0.5,0.20884022708840225,1,0,0.8134743875278396,454,2,97.55000000000001,1,2,1,121,Hibernating,100,High risk
CUS-06226,45-54,Male,UK,Returning,Organic Search,2023-02-28,Beauty,Mobile,Hibernating,2023-11-23,2023-09-18,2,95.44,38.760000000000005,64.67,1,2,32.26,47.72,770,95.44,0.5,0.25262333594361785,1,0,0.703757225433526,770,2,95.44,1,2,1,121,Hibernating,100,High risk
CUS-01747,18-24,Female,Spain,Returning,Meta Ads,2023-05-07,Jeans,Mobile,Hibernating,2024-05-19,2024-02-21,2,94.38999999999999,14.13,38.91,1,2,30.18,47.19499999999999,592,94.38999999999999,0.5,0.24227342056674964,1,0,0.7530927835051546,592,2,94.38999999999999,1,1,1,111,Hibernating,100,High risk
CUS-06991,25-34,Male,Poland,Returning,Meta Ads,2023-06-21,Jeans,Desktop,Hibernating,2023-09-02,2023-07-25,2,85.17,21.38,31.49,1,2,24.740000000000002,42.585,852,85.17,0.5,0.22509325812028025,1,0,0.7897297297297297,852,2,85.17,1,2,1,121,Hibernating,100,High risk
CUS-07784,25-34,Female,UK,Returning,TikTok Ads,2023-08-22,Beauty,Desktop,Hibernating,2024-01-30,2024-01-30,1,76.46,28.9,0.0,1,1,27.49,76.46,702,76.46,1.0,0.26445406445406444,0,0,0.4232329084588644,702,1,76.46,1,1,1,111,Hibernating,100,High risk
CUS-03173,25-34,Male,France,Returning,Meta Ads,2023-02-22,Jeans,Mobile,Hibernating,2023-03-14,2023-03-14,1,71.49,11.6,0.0,1,1,17.92,71.49,1024,71.49,1.0,0.20042500838832347,0,0,0.34985632183908044,1024,1,71.49,1,1,1,111,Hibernating,100,High risk
CUS-03450,25-34,Female,Italy,Returning,Organic Search,2023-03-03,Bags,Desktop,At Risk,2023-10-15,2023-10-15,1,65.85,12.3,0.0,1,1,21.53,65.85,809,65.85,1.0,0.24639505607690548,0,0,0.35289855072463766,809,1,65.85,1,1,1,111,Hibernating,100,High risk
CUS-04843,25-34,Male,Germany,Returning,Email,2024-07-08,Shoes,Mobile,Hibernating,2024-10-04,2024-10-04,1,63.9,6.23,0.0,1,1,23.71,63.9,454,63.9,1.0,0.27063120648327815,0,0,0.6738929889298892,454,1,63.9,1,1,1,111,Hibernating,100,High risk
CUS-09015,35-44,Female,Netherlands,Returning,Display Ads,2023-07-12,Shoes,Desktop,Hibernating,2023-09-09,2023-09-09,1,60.07,3.73,0.0,1,1,19.35,60.07,845,60.07,1.0,0.24364140015109545,0,0,0.404037610619469,845,1,60.07,1,1,1,111,Hibernating,100,High risk
CUS-05861,25-34,Male,UK,Returning,Meta Ads,2023-07-08,Accessories,Tablet,Hibernating,2024-06-08,2024-06-08,1,59.28,12.74,0.0,1,1,20.76,59.28,572,59.28,1.0,0.2593703148425787,0,0,0.4022577092511013,572,1,59.28,1,1,1,111,Hibernating,100,High risk
CUS-06085,25-34,Male,Italy,Returning,Meta Ads,2024-04-23,Shoes,Mobile,Hibernating,2024-06-18,2024-06-18,1,59.24,14.08,0.0,1,1,17.8,59.24,562,59.24,1.0,0.23104880581516093,0,0,0.5910194174757282,562,1,59.24,1,1,1,111,Hibernating,100,High risk
CUS-08725,35-44,Female,France,Returning,Google Search,2024-09-17,Dresses,Mobile,At Risk,2024-10-01,2024-10-01,1,54.31,11.36,0.0,1,1,17.54,54.31,457,54.31,1.0,0.24411969380654142,0,0,0.7754777070063694,457,1,54.31,1,1,1,111,Hibernating,100,High risk
CUS-05727,25-34,Female,Netherlands,Returning,TikTok Ads,2023-08-29,Accessories,Tablet,Hibernating,2024-02-05,2024-02-05,1,50.7,6.26,0.0,1,1,14.42,50.7,696,50.7,1.0,0.22143734643734642,0,0,0.4266939252336449,696,1,50.7,1,1,1,111,Hibernating,100,High risk
CUS-09893,45-54,Female,Germany,Returning,Meta Ads,2024-01-08,Jeans,Mobile,Hibernating,2024-07-20,2024-07-20,1,44.55,4.77,0.0,1,1,13.29,44.55,530,44.55,1.0,0.22977178423236513,0,0,0.5044889502762431,530,1,44.55,1,1,1,111,Hibernating,100,High risk
CUS-09260,25-34,Female,Poland,Returning,Meta Ads,2024-12-30,Beauty,Mobile,Hibernating,2025-01-27,2025-01-27,1,40.58,7.58,0.0,1,1,14.75,40.58,339,40.58,1.0,0.26658232423639977,0,0,0.9952316076294279,339,1,40.58,2,1,1,211,Hibernating,100,High risk
CUS-00711,25-34,Female,Poland,Returning,Meta Ads,2023-07-20,Beauty,Mobile,Hibernating,2023-10-04,2023-09-10,2,39.94,9.66,18.46,1,2,14.08,19.97,820,39.94,0.5,0.26064420584968534,1,0,0.8152901785714286,820,2,39.94,1,1,1,111,Hibernating,100,High risk
CUS-00935,35-44,Male,France,Returning,Email,2023-06-03,Accessories,Tablet,Hibernating,2024-08-07,2024-08-07,1,31.49,7.24,0.0,1,1,11.84,31.49,512,31.49,1.0,0.273251788599123,0,0,0.38732767762460235,512,1,31.49,1,1,1,111,Hibernating,100,High risk
CUS-02657,18-24,Male,France,Returning,Meta Ads,2024-05-24,Beauty,Mobile,Hibernating,2024-05-24,2024-05-24,1,31.04,9.45,0.0,1,1,9.89,31.04,587,31.04,1.0,0.2416320547275837,0,0,0.6222316865417377,587,1,31.04,1,1,1,111,Hibernating,100,High risk
CUS-09872,25-34,Male,France,Returning,Google Search,2023-08-31,Beauty,Desktop,Hibernating,2024-05-08,2024-05-08,1,24.88,5.92,0.0,1,1,7.34,24.88,603,24.88,1.0,0.22780881440099318,0,0,0.42769320843091335,603,1,24.88,1,1,1,111,Hibernating,100,High risk
CUS-07131,25-34,Male,Italy,Returning,Organic Search,2023-09-13,Shoes,Mobile,Discount Seekers,2025-05-03,2024-12-03,3,397.22,77.78,233.81,1,3,170.12,132.40666666666667,243,397.22,0.3333333333333333,0.29985546585821554,1,0,1.3029131985731273,243,3,397.22,2,2,3,223,Hibernating,97,High risk
CUS-04904,25-34,Female,UK,Returning,Organic Search,2024-02-17,Dresses,Mobile,At Risk,2024-04-26,2024-02-19,2,496.66,173.39,281.98,1,2,54.97,248.33,615,496.66,0.5,0.09965012780305639,1,0,1.0679824561403508,615,2,496.66,1,1,4,114,Hibernating,92,High risk
CUS-03751,35-44,Female,Spain,Returning,Organic Search,2023-05-17,Jeans,Mobile,At Risk,2024-10-08,2023-10-20,3,493.09000000000003,128.5,330.8,1,3,82.66,164.36333333333334,450,493.09000000000003,0.3333333333333333,0.14356925749023014,1,0,1.14140625,450,3,493.09000000000003,1,2,4,124,Hibernating,92,High risk
CUS-08423,25-34,Male,Germany,Returning,Google Search,2023-05-21,Dresses,Mobile,At Risk,2024-11-23,2024-05-05,3,474.07,155.04,77.42,2,3,52.230000000000004,158.02333333333334,404,474.07,0.6666666666666666,0.099239977199316,1,0,1.1461820083682008,404,3,474.07,1,2,4,124,Hibernating,92,High risk
CUS-02883,18-24,Female,Germany,Returning,Google Search,2023-04-02,Bags,Mobile,At Risk,2023-11-08,2023-06-20,3,416.62,166.54,133.07,1,3,49.69,138.87333333333333,785,416.62,0.3333333333333333,0.10656001372477536,1,0,1.0902985074626865,785,3,416.62,1,2,4,124,Hibernating,92,High risk
CUS-03037,25-34,Female,Germany,Returning,Meta Ads,2023-06-08,Jeans,Mobile,At Risk,2024-04-10,2023-09-29,3,414.40000000000003,118.5,253.66000000000003,1,3,53.62,138.13333333333335,631,414.40000000000003,0.3333333333333333,0.11456775351480704,1,0,1.16817697228145,631,3,414.40000000000003,1,2,4,124,Hibernating,92,High risk
CUS-04515,45-54,Male,UK,Returning,Email,2023-01-07,Accessories,Mobile,Loyal Customers,2025-03-13,2024-09-27,3,413.75,145.26,165.42000000000002,1,3,26.63,137.91666666666666,294,413.75,0.3333333333333333,0.060470502747627046,1,0,1.0052752293577982,294,3,413.75,2,2,4,224,Hibernating,92,High risk
CUS-09773,18-24,Male,France,Returning,Display Ads,2023-01-09,Dresses,Mobile,At Risk,2023-12-23,2023-03-24,3,398.25,131.99,289.18,1,3,61.17,132.75,740,398.25,0.3333333333333333,0.1331461407862087,1,0,1.0071231617647058,740,3,398.25,1,3,4,134,At Risk,92,High risk
CUS-05942,35-44,Female,Netherlands,Returning,Meta Ads,2023-02-07,Shoes,Mobile,At Risk,2024-04-30,2023-09-20,3,381.75,99.39,276.62,1,3,85.06,127.25,611,381.75,0.3333333333333333,0.18221546239369338,1,0,1.0347025495750708,611,3,381.75,1,2,3,123,Hibernating,92,High risk
CUS-00060,45-54,Female,Spain,Returning,Display Ads,2023-06-24,Shoes,Desktop,At Risk,2024-01-30,2023-07-04,3,373.45000000000005,110.09,240.23000000000002,1,3,69.92,124.48333333333335,702,373.45000000000005,0.3333333333333333,0.15770124275435865,1,0,1.1884490238611713,702,3,373.45000000000005,1,2,3,123,Hibernating,92,High risk
CUS-02939,35-44,Female,Germany,Returning,Google Search,2023-04-25,Jeans,Tablet,Loyal Customers,2024-09-19,2023-10-16,3,344.44,117.07,264.96,1,3,37.96,114.81333333333333,469,344.44,0.3333333333333333,0.09926778242677825,1,0,1.115835030549898,469,3,344.44,1,2,3,123,Hibernating,92,High risk
CUS-00213,18-24,Female,Germany,Returning,TikTok Ads,2023-04-23,Dresses,Desktop,At Risk,2023-12-18,2023-06-13,3,342.23,107.61,172.08,2,3,48.04,114.07666666666667,745,342.23,0.6666666666666666,0.12309426807082274,1,0,1.1135670731707317,745,3,342.23,1,2,3,123,Hibernating,92,High risk
CUS-09952,35-44,Female,Spain,Returning,Email,2023-02-15,Shoes,Desktop,At Risk,2024-03-06,2023-06-09,3,339.06,106.24,258.27,1,3,57.550000000000004,113.02,666,339.06,0.3333333333333333,0.1451047628652833,1,0,1.0425784966698384,666,3,339.06,1,3,3,133,At Risk,92,High risk
CUS-09781,18-24,Male,France,Returning,Display Ads,2023-03-17,Jeans,Mobile,At Risk,2023-11-25,2023-04-28,3,336.59,102.95,140.61,1,3,44.28,112.19666666666666,768,336.59,0.3333333333333333,0.11626014125554651,1,0,1.0732125367286973,768,3,336.59,1,3,3,133,At Risk,92,High risk
CUS-05567,25-34,Female,France,Returning,Organic Search,2023-01-22,Shoes,Desktop,At Risk,2023-09-01,2023-02-07,3,330.74,95.55,261.83,1,3,61.76,110.24666666666667,853,330.74,0.3333333333333333,0.15735031847133757,1,0,1.0193023255813953,853,3,330.74,1,2,3,123,Hibernating,92,High risk
CUS-06217,18-24,Female,Poland,Returning,Email,2023-06-27,Shoes,Tablet,At Risk,2023-10-17,2023-09-22,2,325.11,97.92,119.27,1,2,76.22,162.555,807,325.11,0.5,0.1899185209179478,1,0,0.7948857453754081,807,2,325.11,1,2,3,123,Hibernating,92,High risk
CUS-08185,25-34,Female,France,Returning,Organic Search,2023-03-25,Jeans,Tablet,At Risk,2025-02-19,2024-07-15,3,324.78999999999996,70.56,258.28,1,3,77.91,108.26333333333332,316,324.78999999999996,0.3333333333333333,0.19346908368512541,1,0,1.0816880552813426,316,3,324.78999999999996,2,2,3,223,Hibernating,92,High risk
CUS-01139,18-24,Female,Poland,Returning,Meta Ads,2023-01-05,Dresses,Mobile,At Risk,2024-04-23,2023-02-24,3,324.76,108.84,128.82,1,3,61.68,108.25333333333333,618,324.76,0.3333333333333333,0.15961080633474795,1,0,1.003434065934066,618,3,324.76,1,2,3,123,Hibernating,92,High risk
CUS-08440,25-34,Female,Germany,Returning,Google Search,2023-08-24,Dresses,Mobile,At Risk,2024-02-13,2023-08-25,2,316.3,120.25,80.54,1,2,34.68,158.15,688,316.3,0.5,0.09880904894865804,1,0,0.8484320557491289,688,2,316.3,1,2,3,123,Hibernating,92,High risk
CUS-01475,35-44,Female,Poland,Returning,Meta Ads,2023-11-28,Bags,Mobile,At Risk,2024-12-10,2024-02-01,2,313.21,92.65,193.07,1,2,72.64,156.605,387,313.21,0.5,0.1882596864066347,1,0,0.9549019607843137,387,2,313.21,2,1,3,213,Hibernating,92,High risk
CUS-03676,35-44,Female,Germany,Returning,Email,2023-05-01,Bags,Mobile,At Risk,2024-05-13,2023-10-14,2,300.26,111.94000000000001,206.52,1,2,43.93,150.13,598,300.26,0.5,0.1276329934048055,1,0,0.7484631147540984,598,2,300.26,1,1,3,113,Hibernating,92,High risk
CUS-04387,45-54,Female,Spain,Returning,Organic Search,2024-04-29,Sportswear,Mobile,Potential Loyalists,2024-11-03,2024-08-27,2,296.88,99.98,50.74,1,2,27.560000000000002,148.44,424,296.88,0.5,0.08494636912834423,1,0,1.1936274509803921,424,2,296.88,1,1,3,113,Hibernating,92,High risk
CUS-07441,35-44,Male,Germany,Returning,Meta Ads,2023-11-14,Shoes,Mobile,Hibernating,2024-04-19,2024-04-13,2,295.79999999999995,87.69999999999999,110.16,1,2,42.989999999999995,147.89999999999998,622,295.79999999999995,0.5,0.12689276542991235,1,0,0.9377406931964056,622,2,295.79999999999995,1,2,3,123,Hibernating,92,High risk
CUS-08542,45-54,Female,UK,Returning,Email,2023-04-26,Bags,Mobile,At Risk,2024-12-06,2024-07-18,2,290.71,110.48,68.46,1,2,44.39,145.355,391,290.71,0.5,0.13246792002387348,1,0,0.7446483180428134,391,2,290.71,2,2,3,223,Hibernating,92,High risk
CUS-08678,35-44,Female,Spain,Returning,Meta Ads,2024-03-08,Shoes,Desktop,At Risk,2024-05-22,2024-04-14,2,289.18,79.75,168.77,1,2,65.94,144.59,589,289.18,0.5,0.18568371254787114,1,0,1.1001506024096386,589,2,289.18,1,2,3,123,Hibernating,92,High risk
CUS-09713,25-34,Female,France,Returning,Affiliate,2023-02-04,Bags,Mobile,At Risk,2023-09-23,2023-04-12,3,289.02,87.75,136.32999999999998,1,3,63.349999999999994,96.33999999999999,831,289.02,0.3333333333333333,0.1797826148650566,1,0,1.0317796610169492,831,3,289.02,1,3,3,133,At Risk,92,High risk
CUS-04605,25-34,Female,Germany,Returning,Meta Ads,2023-06-24,Dresses,Mobile,At Risk,2023-12-23,2023-08-19,3,284.40000000000003,94.85,221.08,1,3,47.06,94.80000000000001,740,284.40000000000003,0.3333333333333333,0.14197791588728653,1,0,1.1884490238611713,740,3,284.40000000000003,1,2,3,123,Hibernating,92,High risk
CUS-07083,45-54,Male,Germany,Returning,Organic Search,2023-06-25,Accessories,Desktop,Potential Loyalists,2024-12-21,2024-07-11,2,281.18,121.11000000000001,56.96,1,2,22.119999999999997,140.59,376,281.18,0.5,0.07293109132871743,1,0,0.7931596091205212,376,2,281.18,2,2,3,223,Hibernating,92,High risk
CUS-00480,45-54,Female,Italy,Returning,Organic Search,2023-11-17,Jeans,Desktop,Hibernating,2024-05-16,2024-03-12,2,279.36,97.16000000000001,21.88,1,2,26.36,139.68,595,279.36,0.5,0.08622268742640324,1,0,0.9413659793814434,595,2,279.36,1,1,3,113,Hibernating,92,High risk
CUS-00030,25-34,Male,Spain,Returning,Google Search,2023-06-01,Jeans,Desktop,Loyal Customers,2025-03-14,2025-02-18,2,278.67,85.25,0.0,2,2,26.86,139.335,293,278.67,1.0,0.08791280725297024,1,0,0.773015873015873,293,2,278.67,2,1,3,213,Hibernating,92,High risk
CUS-08811,45-54,Male,Netherlands,Returning,Meta Ads,2023-04-02,Jeans,Mobile,Hibernating,2023-10-11,2023-06-25,3,274.96000000000004,69.95,139.19,1,3,60.410000000000004,91.65333333333335,813,274.96000000000004,0.3333333333333333,0.18012940930912125,1,0,1.0902985074626865,813,3,274.96000000000004,1,3,3,133,At Risk,92,High risk
CUS-08330,35-44,Non-binary/Other,Netherlands,Returning,Meta Ads,2023-06-03,Bags,Mobile,At Risk,2024-06-21,2024-04-09,2,265.76,96.00999999999999,0.0,2,2,30.410000000000004,132.88,559,265.76,1.0,0.10267751629131919,1,0,0.7746553552492047,559,2,265.76,1,2,3,123,Hibernating,92,High risk
CUS-07967,25-34,Male,Germany,Returning,Affiliate,2023-05-23,Accessories,Mobile,Hibernating,2024-02-29,2023-08-12,2,265.3,81.94,77.77,1,2,47.57,132.65,672,265.3,0.5,0.15204397992776553,1,0,0.7657232704402516,672,2,265.3,1,2,3,123,Hibernating,92,High risk
CUS-07246,55+,Male,Italy,Returning,Google Search,2023-12-24,Dresses,Desktop,At Risk,2024-07-23,2024-01-01,2,264.53000000000003,85.44,158.99,1,2,39.7,132.26500000000001,527,264.53000000000003,0.5,0.13049337672155933,1,0,0.9884979702300405,527,2,264.53000000000003,1,2,3,123,Hibernating,92,High risk
CUS-03229,35-44,Male,Italy,Returning,TikTok Ads,2023-05-30,Dresses,Mobile,At Risk,2025-03-25,2023-08-28,3,261.55,93.36,170.69,1,3,43.18,87.18333333333334,282,261.55,0.3333333333333333,0.1416992091359564,1,0,1.1570749736008448,282,3,261.55,2,2,3,223,Hibernating,92,High risk
CUS-05689,45-54,Female,UK,Returning,Google Search,2024-01-14,Jeans,Mobile,At Risk,2024-06-27,2024-02-23,2,261.25,73.55,88.69,1,2,35.79,130.625,553,261.25,0.5,0.12048882305413411,1,0,1.017409470752089,553,2,261.25,1,2,3,123,Hibernating,92,High risk
CUS-03333,35-44,Female,Germany,Returning,Organic Search,2023-06-08,Dresses,Mobile,At Risk,2024-09-04,2024-01-06,3,261.09,76.52,149.88,1,3,45.459999999999994,87.02999999999999,484,261.09,0.3333333333333333,0.14829554721905072,1,0,1.16817697228145,484,3,261.09,1,2,3,123,Hibernating,92,High risk
CUS-02668,45-54,Female,Spain,Returning,Organic Search,2023-06-19,Bags,Mobile,At Risk,2024-05-02,2023-08-06,3,260.98,91.51,169.76,1,3,55.8,86.99333333333334,609,260.98,0.3333333333333333,0.176147484058337,1,0,1.1820388349514563,609,3,260.98,1,2,3,123,Hibernating,92,High risk
CUS-08302,18-24,Female,Germany,Returning,Meta Ads,2023-07-11,Jeans,Mobile,At Risk,2023-11-28,2023-11-09,2,258.95,76.42999999999999,51.3,1,2,29.08,129.475,765,258.95,0.5,0.10096170537791202,1,0,0.807182320441989,765,2,258.95,1,2,3,123,Hibernating,92,High risk
CUS-04951,25-34,Female,Italy,Returning,Organic Search,2023-02-01,Shoes,Desktop,At Risk,2023-08-23,2023-03-15,3,250.25,79.99000000000001,111.96000000000001,1,3,60.86000000000001,83.41666666666667,862,250.25,0.3333333333333333,0.19562212722188294,1,0,1.0288732394366198,862,3,250.25,1,2,3,123,Hibernating,92,High risk
