customer_id,age_group,gender,country,customer_type,acquisition_channel,signup_date,product_category_preference,device_type,latent_business_profile,last_purchase_date,first_purchase_date,number_of_orders,total_spend,total_profit,net_revenue_after_returns,return_count,discounted_orders,total_discount_amount,average_order_value,days_since_last_purchase,customer_lifetime_value,return_rate,discount_dependency,repeat_purchase_flag,high_value_customer_flag,purchase_frequency,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,customer_segment,churn_risk_score,churn_risk_label
CUS-00015,18-24,Female,Germany,Returning,TikTok Ads,2024-05-10,Beauty,Mobile,Potential Loyalists,2025-09-22,2024-06-19,4,237.42,86.18,237.42,0,4,33.14,59.355,101,237.42,0.0,0.12248669426374927,1,0,2.430948419301165,101,4,237.42,3,3,2,332,Potential Loyalists,18,Low risk
CUS-00016,25-34,Male,Germany,New,Google Search,2025-08-07,Beauty,Desktop,New Customers,2025-10-28,2025-08-30,2,293.78,121.94999999999999,293.78,0,2,39.66,146.89,65,293.78,0.0,0.11894193857965452,1,0,4.969387755102041,65,2,293.78,4,1,3,413,Potential Loyalists,5,Low risk
CUS-00017,25-34,Female,Germany,New,TikTok Ads,2025-07-12,Sportswear,Mobile,New Customers,2025-11-30,2025-11-07,2,242.75,83.83,242.75,0,2,36.07,121.375,32,242.75,0.0,0.12936661645506062,1,0,4.222543352601156,32,2,242.75,5,1,2,512,Potential Loyalists,5,Low risk
CUS-00018,45-54,Male,Germany,Returning,Organic Search,2024-08-12,Bags,Desktop,At Risk,2024-08-23,2024-08-22,2,236.86,97.53,236.86,0,2,26.04,118.43,496,236.86,0.0,0.09904906808672498,1,0,1.440828402366864,496,2,236.86,1,1,2,112,Hibernating,67,High risk
CUS-00019,18-24,Male,Spain,Returning,Organic Search,2024-05-11,Accessories,Mobile,Potential Loyalists,2025-10-10,2024-09-21,6,390.59,174.26,390.59,0,6,53.8,65.09833333333333,83,390.59,0.0,0.12106483044172911,1,0,3.6525000000000003,83,6,390.59,3,4,3,343,Loyal Customers,5,Low risk
CUS-00020,25-34,Male,Poland,Returning,Email,2023-10-03,Jeans,Mobile,Loyal Customers,2025-11-04,2024-04-14,5,384.78999999999996,121.47,296.31,2,5,43.150000000000006,76.958,58,384.78999999999996,0.4,0.10083189232135349,1,0,2.22442143727162,58,5,384.78999999999996,4,3,3,433,Potential Loyalists,20,Low risk
CUS-00021,35-44,Male,Germany,Returning,Meta Ads,2025-04-21,Dresses,Tablet,Discount Seekers,2025-12-12,2025-09-04,10,645.83,164.26,511.89,2,10,206.16,64.583,20,645.83,0.2,0.24197467106421436,1,0,14.323529411764705,20,10,645.83,5,5,4,554,Champions,21,Low risk
CUS-00022,25-34,Female,UK,Returning,Google Search,2024-03-23,Shoes,Desktop,Discount Seekers,2025-10-27,2025-01-18,5,383.59999999999997,86.94999999999999,318.84999999999997,1,5,120.53,76.72,66,383.59999999999997,0.2,0.2390851566064309,1,0,2.813944530046225,66,5,383.59999999999997,4,3,3,433,Potential Loyalists,21,Low risk
CUS-00023,35-44,Male,Germany,Returning,Google Search,2024-02-10,Shoes,Mobile,Discount Seekers,2025-11-27,2024-06-09,6,544.57,146.43,544.57,0,6,154.72,90.76166666666667,35,544.57,0.0,0.22125298517067307,1,0,3.1714905933429813,35,6,544.57,5,4,4,544,Champions,13,Low risk
CUS-00024,35-44,Female,Italy,Returning,Google Search,2023-07-20,Jackets,Mobile,High-Value Customers,2025-10-19,2024-03-05,10,1490.6299999999999,541.12,1033.1399999999999,2,10,71.89,149.063,74,1490.6299999999999,0.2,0.046009011084658116,1,1,4.076450892857143,74,10,1490.6299999999999,4,5,5,455,High-Value Customers,13,Low risk
CUS-00025,25-34,Male,Spain,Returning,Google Search,2023-11-06,Accessories,Mobile,Hibernating,2024-01-31,2024-01-31,1,80.95,20.93,80.95,0,1,22.53,80.95,701,80.95,0.0,0.21772323154232703,0,0,0.46410419313850065,701,1,80.95,1,1,1,111,Hibernating,85,High risk
CUS-00026,25-34,Female,Germany,Returning,Google Search,2024-08-22,Shoes,Desktop,Hibernating,2024-09-13,2024-08-31,3,322.55,86.42,184.16000000000003,1,3,69.87,107.51666666666667,475,322.55,0.3333333333333333,0.1780490291014729,1,0,2.204728370221328,475,3,322.55,1,2,3,123,Hibernating,72,High risk
CUS-00027,35-44,Male,UK,Returning,Affiliate,2024-11-28,Jeans,Mobile,Hibernating,2024-11-28,2024-11-28,1,82.19,23.69,82.19,0,1,12.16,82.19,399,82.19,0.0,0.12888182299947007,0,0,0.9154135338345865,399,1,82.19,2,1,1,211,Hibernating,77,High risk
CUS-00028,18-24,Female,UK,New,TikTok Ads,2025-10-30,Accessories,Desktop,New Customers,2025-11-10,2025-11-06,2,86.17,45.05,86.17,0,2,5.21,43.085,52,86.17,0.0,0.0570146640402714,1,0,11.595238095238095,52,2,86.17,4,1,1,411,Potential Loyalists,5,Low risk
CUS-00029,18-24,Non-binary/Other,Germany,New,Affiliate,2025-08-28,Shoes,Desktop,New Customers,2025-09-24,2025-09-24,1,80.15,28.14,80.15,0,1,9.53,80.15,99,80.15,0.0,0.10626672613737732,0,0,2.8988095238095237,99,1,80.15,3,1,1,311,Potential Loyalists,18,Low risk
CUS-00030,25-34,Male,Spain,Returning,Google Search,2023-06-01,Jeans,Desktop,Loyal Customers,2025-03-14,2025-02-18,2,278.67,85.25,0.0,2,2,26.86,139.335,293,278.67,1.0,0.08791280725297024,1,0,0.773015873015873,293,2,278.67,2,1,3,213,Hibernating,92,High risk
CUS-00031,25-34,Male,Spain,Returning,TikTok Ads,2024-09-16,Jeans,Mobile,At Risk,2025-01-10,2024-10-24,3,162.84,43.89,126.01,1,3,33.76,54.28,356,162.84,0.3333333333333333,0.17171922685656155,1,0,2.321504237288136,356,3,162.84,2,2,2,222,Hibernating,72,High risk
CUS-00032,25-34,Female,France,Returning,Affiliate,2025-05-03,Shoes,Mobile,Potential Loyalists,2025-11-02,2025-05-31,4,353.4,129.91,163.75,1,4,35.57,88.35,60,353.4,0.25,0.09144664112913593,1,0,6.012345679012346,60,4,353.4,4,3,3,433,Potential Loyalists,20,Low risk
CUS-00033,25-34,Female,Germany,Returning,Meta Ads,2024-10-03,Shoes,Mobile,Loyal Customers,2025-12-07,2025-04-04,6,689.71,283.99,689.71,0,6,28.740000000000002,114.95166666666667,25,689.71,0.0,0.0400027837706173,1,0,4.816483516483516,25,6,689.71,5,4,5,545,High-Value Customers,5,Low risk
CUS-00034,35-44,Male,France,Returning,Meta Ads,2023-02-09,Dresses,Mobile,At Risk,2024-08-18,2023-03-22,5,379.86,130.16,379.86,0,5,73.09,75.97200000000001,501,379.86,0.0,0.16136438900540898,1,0,1.727767265846736,501,5,379.86,1,3,3,133,At Risk,67,High risk
CUS-00035,35-44,Male,Germany,Returning,Google Search,2024-03-22,Sportswear,Mobile,Potential Loyalists,2025-07-08,2024-10-30,7,529.18,190.99,529.18,0,7,73.28999999999999,75.59714285714286,177,529.18,0.0,0.12164921074908294,1,0,3.9334615384615383,177,7,529.18,2,4,4,244,At Risk,44,Medium risk
CUS-00036,55+,Female,Germany,Returning,Meta Ads,2024-10-03,Dresses,Mobile,Loyal Customers,2025-08-24,2025-02-05,4,622.03,213.45000000000002,558.1,1,4,69.36,155.5075,130,622.03,0.25,0.10031964593066142,1,0,3.2109890109890107,130,4,622.03,3,3,4,334,Potential Loyalists,45,Medium risk
CUS-00037,25-34,Female,Germany,Returning,Email,2024-01-16,Accessories,Mobile,Hibernating,2024-03-21,2024-03-21,1,41.77,22.43,41.77,0,1,4.28,41.77,651,41.77,0.0,0.09294245385450597,0,0,0.5101256983240223,651,1,41.77,1,1,1,111,Hibernating,77,High risk
CUS-00038,45-54,Female,Poland,Returning,Organic Search,2024-12-09,Dresses,Mobile,Discount Seekers,2025-12-02,2025-02-25,6,392.77,91.68,325.42,1,6,145.43,65.46166666666666,30,392.77,0.16666666666666666,0.2702155332590115,1,0,5.648195876288661,30,6,392.77,5,4,3,543,Discount Seekers,21,Low risk
CUS-00039,45-54,Female,Germany,Returning,Email,2023-04-17,Shoes,Mobile,Loyal Customers,2025-02-21,2024-05-03,6,472.86,179.31,368.99,1,6,38.44,78.81,314,472.86,0.16666666666666666,0.07518091140230784,1,0,2.2136363636363634,314,6,472.86,2,4,4,244,At Risk,65,High risk
CUS-00040,35-44,Male,Spain,Returning,Email,2024-03-03,Sportswear,Mobile,Champions,2025-09-16,2024-07-03,7,726.96,292.43,676.04,1,7,38.15,103.85142857142857,107,726.96,0.14285714285714285,0.04986211133039693,1,0,3.8217488789237666,107,7,726.96,3,4,5,345,High-Value Customers,26,Low risk
CUS-00041,55+,Male,Spain,Returning,TikTok Ads,2024-05-31,Accessories,Mobile,Potential Loyalists,2025-06-29,2024-12-01,2,44.41,20.57,44.41,0,2,8.58,22.205,186,44.41,0.0,0.16191734289488585,1,0,1.2594827586206898,186,2,44.41,2,1,1,211,Hibernating,54,Medium risk
CUS-00042,18-24,Female,UK,Returning,Email,2024-12-19,Shoes,Mobile,Hibernating,2024-12-19,2024-12-19,4,356.32,109.1,356.32,0,4,69.91,89.08,378,356.32,0.0,0.16401942613143136,1,0,3.865079365079365,378,4,356.32,2,3,3,233,At Risk,57,Medium risk
CUS-00043,18-24,Female,UK,Returning,Google Search,2024-05-30,Dresses,Desktop,Discount Seekers,2025-11-14,2024-11-28,7,545.04,109.35,545.04,0,7,195.84,77.86285714285714,48,545.04,0.0,0.26433430515063167,1,0,4.400602409638554,48,7,545.04,5,4,4,544,Champions,13,Low risk
CUS-00044,25-34,Female,France,Returning,Organic Search,2024-10-29,Shoes,Mobile,Loyal Customers,2025-09-29,2024-12-25,5,491.87,175.01,491.87,0,5,54.46,98.374,94,491.87,0.0,0.0996833415701133,1,0,4.256993006993007,94,5,491.87,3,3,4,334,Potential Loyalists,18,Low risk
CUS-00045,35-44,Female,Spain,Returning,Display Ads,2023-05-18,Jeans,Mobile,Hibernating,2023-08-25,2023-07-03,3,159.70999999999998,35.04,111.91999999999999,1,3,36.94,53.23666666666666,860,159.70999999999998,0.3333333333333333,0.18784642766336132,1,0,1.1425964546402503,860,3,159.70999999999998,1,2,2,122,Hibernating,92,High risk
CUS-00046,25-34,Female,Germany,Returning,Google Search,2025-01-30,Accessories,Mobile,Loyal Customers,2025-10-22,2025-09-03,4,229.38,102.0,145.68,1,4,24.39,57.345,71,229.38,0.25,0.09611065137723136,1,0,4.348214285714286,71,4,229.38,4,3,2,432,Potential Loyalists,20,Low risk
CUS-00047,25-34,Female,Italy,Returning,Google Search,2024-08-09,Shoes,Mobile,Potential Loyalists,2025-01-31,2024-09-15,3,195.09,64.15,195.09,0,3,31.75,65.03,335,195.09,0.0,0.13996649620878152,1,0,2.148529411764706,335,3,195.09,2,2,2,222,Hibernating,67,High risk
CUS-00048,35-44,Female,Spain,Returning,Google Search,2023-07-28,Jackets,Mobile,High-Value Customers,2025-09-19,2024-03-15,6,943.71,340.21999999999997,818.65,2,6,57.02,157.285,104,943.71,0.3333333333333333,0.056978405763792435,1,1,2.4679054054054053,104,6,943.71,3,4,5,345,High-Value Customers,33,Low risk
CUS-00049,18-24,Female,Germany,Returning,Google Search,2023-09-13,Accessories,Mobile,Loyal Customers,2025-10-22,2024-04-04,4,379.09000000000003,169.52,379.09000000000003,0,4,25.21,94.77250000000001,71,379.09000000000003,0.0,0.06235468711352956,1,0,1.737217598097503,71,4,379.09000000000003,4,3,3,433,Potential Loyalists,15,Low risk
CUS-00050,25-34,Male,Germany,Returning,Google Search,2024-08-25,Shoes,Desktop,Loyal Customers,2025-10-29,2024-12-20,10,896.4300000000001,348.4,896.4300000000001,0,10,45.239999999999995,89.643,64,896.4300000000001,0.0,0.048042307814839584,1,1,7.3937246963562755,64,10,896.4300000000001,4,5,5,455,High-Value Customers,5,Low risk
CUS-00051,45-54,Female,Italy,New,Organic Search,2025-12-10,Accessories,Mobile,New Customers,2025-12-10,2025-12-10,4,201.42,95.94,201.42,0,4,32.98,50.355,22,201.42,0.0,0.14069965870307166,1,0,40.0,22,4,201.42,5,3,2,532,Potential Loyalists,5,Low risk
CUS-00052,35-44,Male,Germany,Returning,TikTok Ads,2023-05-19,Bags,Mobile,At Risk,2024-07-12,2023-05-27,3,248.72,80.64,248.72,0,3,53.86,82.90666666666667,538,248.72,0.0,0.1780025117324344,1,0,1.1437891440501045,538,3,248.72,1,2,3,123,Hibernating,77,High risk
CUS-00053,18-24,Female,Netherlands,Returning,Meta Ads,2024-01-10,Sportswear,Mobile,Discount Seekers,2025-12-07,2024-08-29,6,468.99,96.6,361.9,1,6,160.07999999999998,78.165,25,468.99,0.16666666666666666,0.2544708855930183,1,0,3.0353185595567864,25,6,468.99,5,4,4,544,Champions,21,Low risk
CUS-00054,35-44,Female,France,Returning,Email,2023-02-16,Bags,Mobile,High-Value Customers,2025-06-22,2023-08-09,5,643.78,280.96,643.78,0,5,23.73,128.756,193,643.78,0.0,0.0355500292130455,1,0,1.7392857142857143,193,5,643.78,2,3,4,234,At Risk,54,Medium risk
CUS-00055,18-24,Male,Germany,Returning,Meta Ads,2024-10-04,Jackets,Mobile,Champions,2025-10-06,2025-02-27,11,1171.48,431.02,1103.57,1,11,73.09,106.49818181818182,87,1171.48,0.09090909090909091,0.05872711056830874,1,1,8.84966960352423,87,11,1171.48,3,5,5,355,High-Value Customers,5,Low risk
CUS-00056,35-44,Female,Netherlands,Returning,Email,2023-12-08,Dresses,Desktop,Loyal Customers,2025-10-29,2024-05-18,12,897.5899999999999,329.9,685.67,2,12,108.88,74.79916666666666,64,897.5899999999999,0.16666666666666666,0.10818007491529803,1,1,5.805298013245033,64,12,897.5899999999999,4,5,5,455,High-Value Customers,13,Low risk
CUS-00057,18-24,Non-binary/Other,Spain,Returning,Email,2023-07-21,Beauty,Mobile,Hibernating,2024-06-06,2023-08-06,3,178.24,72.11,178.24,0,3,38.32,59.413333333333334,574,178.24,0.0,0.1769486516438862,1,0,1.2243016759776537,574,3,178.24,1,2,2,122,Hibernating,67,High risk
CUS-00058,35-44,Female,Italy,Returning,Meta Ads,2024-02-01,Sportswear,Mobile,Potential Loyalists,2025-09-11,2024-09-27,4,275.71000000000004,91.62,275.71000000000004,0,4,39.410000000000004,68.92750000000001,112,275.71000000000004,0.0,0.12506346788525005,1,0,2.087142857142857,112,4,275.71000000000004,3,3,3,333,Potential Loyalists,28,Low risk
CUS-00059,18-24,Female,Spain,Returning,TikTok Ads,2023-08-02,Dresses,Tablet,Discount Seekers,2025-10-09,2024-10-20,4,235.14,43.550000000000004,235.14,0,4,99.8,58.785,84,235.14,0.0,0.297963814414522,1,0,1.6545866364665913,84,4,235.14,3,3,2,332,Discount Seekers,30,Low risk
CUS-00060,45-54,Female,Spain,Returning,Display Ads,2023-06-24,Shoes,Desktop,At Risk,2024-01-30,2023-07-04,3,373.45000000000005,110.09,240.23000000000002,1,3,69.92,124.48333333333335,702,373.45000000000005,0.3333333333333333,0.15770124275435865,1,0,1.1884490238611713,702,3,373.45000000000005,1,2,3,123,Hibernating,92,High risk
CUS-00061,35-44,Female,Germany,Returning,Affiliate,2025-01-31,Shoes,Desktop,Loyal Customers,2025-12-08,2025-05-17,5,342.84000000000003,128.61,342.84000000000003,0,5,45.19,68.56800000000001,24,342.84000000000003,0.0,0.11646006752055252,1,0,5.451492537313433,24,5,342.84000000000003,5,3,3,533,Potential Loyalists,5,Low risk
CUS-00062,18-24,Male,Germany,Returning,Google Search,2025-07-04,Dresses,Desktop,Discount Seekers,2025-11-12,2025-08-24,9,636.4200000000001,129.42000000000002,636.4200000000001,0,9,290.15,70.71333333333334,50,636.4200000000001,0.0,0.313144176910541,1,0,18.16160220994475,50,9,636.4200000000001,4,5,4,454,Champions,20,Low risk
CUS-00063,25-34,Female,UK,Returning,Meta Ads,2023-05-04,Accessories,Desktop,Loyal Customers,2024-11-30,2023-12-19,9,535.38,225.41,535.38,0,9,45.18,59.486666666666665,397,535.38,0.0,0.07782141380735842,1,0,3.37846865364851,397,9,535.38,2,5,4,254,At Risk,57,Medium risk
CUS-00064,25-34,Female,UK,New,Google Search,2025-11-21,Sportswear,Mobile,New Customers,2025-12-02,2025-12-02,1,20.18,10.26,20.18,0,1,3.44,20.18,30,20.18,0.0,0.14563928873835733,0,0,8.908536585365853,30,1,20.18,5,1,1,511,Potential Loyalists,5,Low risk
CUS-00065,45-54,Female,Italy,New,Meta Ads,2025-09-06,Beauty,Desktop,New Customers,2025-10-31,2025-09-06,3,161.06,75.06,161.06,0,3,24.1,53.68666666666667,62,161.06,0.0,0.13015770144739686,1,0,9.365384615384617,62,3,161.06,4,2,2,422,Potential Loyalists,5,Low risk
CUS-00066,25-34,Female,Spain,New,Google Search,2025-10-03,Sportswear,Mobile,New Customers,2025-10-16,2025-10-11,3,283.43,96.88,283.43,0,3,53.050000000000004,94.47666666666667,77,283.43,0.0,0.1576616737993343,1,0,12.175,77,3,283.43,4,2,3,423,Potential Loyalists,5,Low risk
CUS-00067,45-54,Female,France,Returning,TikTok Ads,2024-03-01,Jeans,Mobile,At Risk,2024-12-01,2024-07-21,5,435.21,138.66000000000003,435.21,0,5,60.39,87.042,396,435.21,0.0,0.12185230024213076,1,0,2.7216840536512668,396,5,435.21,2,3,4,234,At Risk,57,Medium risk
CUS-00068,45-54,Male,France,Returning,Meta Ads,2024-03-24,Dresses,Desktop,At Risk,2024-07-06,2024-05-28,3,193.58,73.14,193.58,0,3,32.63,64.52666666666667,544,193.58,0.0,0.14424649661818664,1,0,1.690972222222222,544,3,193.58,1,2,2,122,Hibernating,67,High risk
CUS-00069,25-34,Female,Germany,Returning,Google Search,2023-09-13,Dresses,Mobile,High-Value Customers,2025-09-06,2024-07-22,7,890.13,372.6,730.12,1,7,26.779999999999998,127.16142857142857,117,890.13,0.14285714285714285,0.029206792378750367,1,1,3.0401307966706304,117,7,890.13,3,4,5,345,High-Value Customers,26,Low risk
CUS-00070,18-24,Male,Spain,Returning,Organic Search,2023-11-09,Jackets,Mobile,High-Value Customers,2025-07-30,2025-07-30,1,92.21,33.76,92.21,0,1,5.2,92.21,155,92.21,0.0,0.05338260958833796,0,0,0.4658801020408163,155,1,92.21,2,1,1,211,Hibernating,64,Medium risk
CUS-00071,18-24,Male,UK,New,Meta Ads,2025-09-01,Shoes,Tablet,New Customers,2025-09-17,2025-09-17,1,103.37,40.02,103.37,0,1,5.84,103.37,106,103.37,0.0,0.05347495650581448,0,0,2.9938524590163937,106,1,103.37,3,1,1,311,Potential Loyalists,18,Low risk
CUS-00072,25-34,Male,Germany,Returning,Google Search,2025-03-24,Sportswear,Mobile,Champions,2025-10-27,2025-08-04,4,360.55,138.46,360.55,0,4,22.25,90.1375,66,360.55,0.0,0.058124346917450366,1,0,5.162544169611308,66,4,360.55,4,3,3,433,Potential Loyalists,5,Low risk
CUS-00073,35-44,Female,Germany,Returning,Display Ads,2024-12-13,Accessories,Mobile,Hibernating,2024-12-13,2024-12-13,1,18.99,7.85,18.99,0,1,5.77,18.99,384,18.99,0.0,0.23303715670436187,0,0,0.951171875,384,1,18.99,2,1,1,211,Hibernating,85,High risk
CUS-00074,25-34,Female,France,Returning,Email,2023-12-31,Bags,Desktop,High-Value Customers,2025-10-18,2025-10-18,1,65.34,29.83,65.34,0,1,1.66,65.34,75,65.34,0.0,0.024776119402985075,0,0,0.4989754098360656,75,1,65.34,4,1,1,411,Potential Loyalists,25,Low risk
CUS-00075,25-34,Female,Netherlands,Returning,Meta Ads,2023-12-04,Shoes,Mobile,Potential Loyalists,2025-09-16,2024-02-26,5,387.34,147.24,334.43,1,5,51.71,77.46799999999999,107,387.34,0.2,0.11777701856280608,1,0,2.406126482213439,107,5,387.34,3,3,3,333,Potential Loyalists,26,Low risk
CUS-00076,35-44,Female,UK,New,Meta Ads,2025-07-31,Sportswear,Tablet,New Customers,2025-11-21,2025-09-26,2,128.91,46.14,128.91,0,2,19.11,64.455,41,128.91,0.0,0.12910417511147143,1,0,4.7435064935064934,41,2,128.91,5,1,1,511,Potential Loyalists,5,Low risk
CUS-00077,25-34,Female,UK,New,Google Search,2025-09-25,Accessories,Desktop,New Customers,2025-12-11,2025-10-10,3,249.25,78.63,138.75,1,3,35.27,83.08333333333333,21,249.25,0.3333333333333333,0.12396316603402223,1,0,11.181122448979592,21,3,249.25,5,2,3,523,Potential Loyalists,20,Low risk
CUS-00078,45-54,Male,Germany,Returning,Affiliate,2024-06-06,Shoes,Desktop,Champions,2025-11-22,2024-07-04,13,1226.06,476.38,1226.06,0,13,73.95,94.31230769230768,40,1226.06,0.0,0.05688417781401682,1,1,8.272212543554007,40,13,1226.06,5,5,5,555,High-Value Customers,5,Low risk
CUS-00079,35-44,Female,Germany,Returning,Affiliate,2024-01-19,Shoes,Mobile,At Risk,2024-01-26,2024-01-26,1,47.49,16.0,47.49,0,1,7.76,47.49,706,47.49,0.0,0.1404524886877828,0,0,0.5122720897615709,706,1,47.49,1,1,1,111,Hibernating,77,High risk
CUS-00080,25-34,Female,Spain,Returning,Affiliate,2024-01-04,Sportswear,Desktop,Potential Loyalists,2025-09-29,2024-01-18,15,1057.32,364.93,1027.07,1,15,133.83,70.488,94,1057.32,0.06666666666666667,0.11235360785795243,1,1,7.5257554945054945,94,15,1057.32,3,5,5,355,High-Value Customers,18,Low risk
CUS-00081,25-34,Male,UK,Returning,Affiliate,2024-04-20,Accessories,Mobile,Hibernating,2024-04-24,2024-04-24,1,22.33,11.01,22.33,0,1,2.83,22.33,617,22.33,0.0,0.11248012718600955,0,0,0.5881642512077294,617,1,22.33,1,1,1,111,Hibernating,77,High risk
CUS-00082,25-34,Male,Germany,Returning,Organic Search,2024-11-13,Jeans,Mobile,Discount Seekers,2025-08-03,2025-01-05,6,399.43,49.370000000000005,233.01999999999998,3,6,153.01,66.57166666666667,151,399.43,0.5,0.276971254796901,1,0,5.293478260869565,151,6,399.43,2,4,4,244,Discount Seekers,67,High risk
CUS-00083,35-44,Female,Germany,Returning,Display Ads,2024-10-22,Accessories,Desktop,Hibernating,2024-10-22,2024-10-22,1,26.52,11.35,26.52,0,1,7.19,26.52,436,26.52,0.0,0.21328982497775142,0,0,0.837729357798165,436,1,26.52,1,1,1,111,Hibernating,85,High risk
CUS-00084,45-54,Female,France,Returning,Google Search,2025-07-04,Beauty,Mobile,Potential Loyalists,2025-11-07,2025-07-26,4,430.19,148.09,143.31,1,4,63.839999999999996,107.5475,55,430.19,0.25,0.12922292168491792,1,0,8.07182320441989,55,4,430.19,4,3,4,434,Potential Loyalists,20,Low risk
CUS-00085,25-34,Male,France,Returning,TikTok Ads,2024-12-21,Shoes,Desktop,Potential Loyalists,2025-11-06,2025-03-31,3,158.12,61.99,158.12,0,3,15.280000000000001,52.70666666666667,56,158.12,0.0,0.08811995386389851,1,0,2.914228723404255,56,3,158.12,4,2,2,422,Potential Loyalists,5,Low risk
