campaign_id,campaign_name,channel,campaign_objective,start_date,end_date,spend,impressions,clicks,target_audience,country,device_type,conversions,revenue_attributed,roi,roas,ctr,cpc,cpa,conversion_rate,revenue_per_click,campaign_profit,budget_efficiency_score
CMP-001,Google Search | Back to Work | 001,Google Search,High-intent acquisition,2024-11-25,2025-02-08,49222.74,792835,38611,New shoppers,Germany,Desktop,318,29209.0,-0.4065954069196473,0.5934045930803528,0.048699918646376614,1.2748372225531583,154.78849056603772,0.0082359949237264,0.756494263292844,-20013.739999999998,17.0
CMP-014,Meta Ads | Sneaker Week | 014,Meta Ads,Prospecting and retargeting,2024-11-02,2024-12-15,68320.75,2010644,86797,Young fashion buyers,UK,Tablet,479,40623.06,-0.4054067029416393,0.5945932970583607,0.043168755881200255,0.7871326197910066,142.6320459290188,0.0055186239155731185,0.46802377962371966,-27697.690000000002,17.3
CMP-015,Email | Back to Work | 015,Email,Retention and lifecycle marketing,2025-09-10,2025-10-17,2096.13,266620,13331,Discount-sensitive customers,Netherlands,Mobile,154,13343.24,5.365654801944536,6.365654801944536,0.05,0.1572372665216413,13.611233766233767,0.011552021603780662,1.0009181606781186,11247.11,32.4
CMP-016,Organic Search | VIP Retention | 016,Organic Search,SEO-led acquisition,2024-07-02,2024-08-13,9107.94,1089360,54468,New shoppers,Germany,Mobile,542,48756.83,4.353222572832056,5.353222572832056,0.05,0.16721634721304254,16.804317343173434,0.009950796798119997,0.895146324447382,39648.89,30.3
CMP-017,Organic Search | Holiday Drop | 017,Organic Search,SEO-led acquisition,2024-01-12,2024-03-20,3535.58,396300,19815,Returning customers,Spain,Desktop,376,35275.59,8.977313481804964,9.977313481804964,0.05,0.17842947262175118,9.40313829787234,0.018975523593237446,1.780246782740348,31740.009999999995,39.9
CMP-018,Meta Ads | Premium Basics | 018,Meta Ads,Prospecting and retargeting,2024-02-25,2024-05-07,29863.47,1136091,38487,Discount-sensitive customers,Poland,Mobile,402,33115.53,0.10889759294549486,1.108897592945495,0.03387668769491176,0.7759365500038975,74.28723880597015,0.010445085353495986,0.8604341725777535,3252.0599999999977,20.1
CMP-019,Affiliate | Sneaker Week | 019,Affiliate,Partner-led acquisition,2025-09-19,2025-12-13,9671.21,328251,12870,New shoppers,UK,Tablet,129,10465.46,0.08212519426214508,1.082125194262145,0.03920780134713984,0.7514537684537684,74.97062015503876,0.010023310023310023,0.8131670551670551,794.25,20.1
CMP-020,Display Ads | Beauty Boost | 020,Display Ads,Awareness and remarketing,2024-04-18,2024-06-19,72249.3,15672422,138528,New shoppers,Germany,Desktop,198,16675.17,-0.7691995631791588,0.23080043682084114,0.008838965668484425,0.521550155925156,364.8954545454546,0.0014293139293139294,0.1203740038115038,-55574.130000000005,10.8
CMP-021,Display Ads | Spring Edit | 021,Display Ads,Awareness and remarketing,2024-06-12,2024-08-27,33027.88,6374118,61862,VIP customers,France,Desktop,70,5970.02,-0.8192430152949568,0.18075698470504317,0.009705185878265825,0.5338960912999903,471.8268571428571,0.001131550871294171,0.09650544760919466,-27057.859999999997,7.9
CMP-022,Email | Beauty Boost | 022,Email,Retention and lifecycle marketing,2025-09-20,2025-12-10,4513.45,543800,27190,Young fashion buyers,Germany,Mobile,714,61223.73,12.56472986296514,13.56472986296514,0.05,0.16599668995954395,6.321358543417366,0.02625965428466348,2.2517002574475913,56710.280000000006,47.3
CMP-023,Meta Ads | VIP Retention | 023,Meta Ads,Prospecting and retargeting,2024-11-06,2025-01-07,30770.39,932573,27609,Premium shoppers,Germany,Mobile,290,24498.7,-0.20382224599688203,0.796177754003118,0.029605189084393392,1.1145057771016698,106.10479310344827,0.01050382121771886,0.887344706436307,-6271.689999999999,18.7
CMP-024,Organic Search | Beauty Boost | 024,Organic Search,SEO-led acquisition,2025-01-12,2025-02-12,3481.67,404160,20208,New shoppers,Italy,Desktop,147,13402.35,2.849402729150092,3.849402729150092,0.05,0.17229166666666668,23.68482993197279,0.007274346793349169,0.6632200118764846,9920.68,27.1
CMP-025,Meta Ads | Premium Basics | 025,Meta Ads,Prospecting and retargeting,2025-06-08,2025-07-26,41079.47,1329702,47870,New shoppers,Germany,Mobile,466,39667.8,-0.034364367407856,0.965635632592144,0.03600054749109199,0.8581464382703154,88.15336909871245,0.009734698140797995,0.8286567787758513,-1411.6699999999983,19.5
CMP-026,Meta Ads | Spring Edit | 026,Meta Ads,Prospecting and retargeting,2024-05-28,2024-07-05,56273.96,1993373,61905,Premium shoppers,Germany,Desktop,193,16134.86,-0.7132801743470693,0.2867198256529308,0.031055402074774766,0.9090373960100153,291.57492227979276,0.003117680316614167,0.2606390436959858,-40139.1,12.8
CMP-027,Organic Search | Premium Basics | 027,Organic Search,SEO-led acquisition,2025-03-26,2025-04-22,9670.39,1034466,49662,Young fashion buyers,Italy,Desktop,270,25234.22,1.6094314707059387,2.6094314707059385,0.04800737771951906,0.1947241351536386,35.816259259259255,0.005436752446538601,0.5081192863759011,15563.830000000002,24.2
CMP-028,Display Ads | Beauty Boost | 028,Display Ads,Awareness and remarketing,2025-04-27,2025-05-27,50019.81,5831567,88514,VIP customers,Italy,Mobile,329,27633.71,-0.447544682796676,0.5524553172033241,0.015178424598396967,0.5651061978895994,152.03589665653496,0.0037169261359784895,0.312195923808663,-22386.1,17.0
CMP-029,Email | Premium Basics | 029,Email,Retention and lifecycle marketing,2024-02-09,2024-03-10,4688.5,737840,36892,VIP customers,UK,Mobile,416,35875.44,6.651794817105684,7.651794817105684,0.05,0.12708717337092051,11.270432692307692,0.011276157432505693,0.9724449745202213,31186.940000000002,35.1
CMP-030,Affiliate | Beauty Boost | 030,Affiliate,Partner-led acquisition,2024-04-29,2024-07-07,17015.66,456135,19151,Returning customers,France,Desktop,92,7455.4,-0.561850671675386,0.4381493283246139,0.04198537713615487,0.8884998172419195,184.95282608695652,0.004803926687901415,0.3892955981410892,-9560.26,15.9
CMP-031,Meta Ads | Summer Sale | 031,Meta Ads,Prospecting and retargeting,2024-11-15,2025-01-20,70263.51,2396955,87324,Young fashion buyers,Germany,Desktop,327,27896.63,-0.6029713004659174,0.39702869953408254,0.03643122211305594,0.8046299986258073,214.87311926605503,0.0037446750034354818,0.31946120196051486,-42366.87999999999,15.0
CMP-032,Google Search | Premium Basics | 032,Google Search,High-intent acquisition,2024-11-24,2025-02-13,24208.83,296200,14810,New shoppers,Poland,Mobile,624,51658.66,1.1338767714094402,2.13387677140944,0.05,1.6346272788656315,38.79620192307693,0.04213369345037137,3.4880931802835926,27449.83,23.2
CMP-033,Affiliate | VIP Retention | 033,Affiliate,Partner-led acquisition,2025-09-18,2025-12-15,30623.87,789339,33437,Premium shoppers,UK,Mobile,773,68922.93,1.2506276966301124,2.2506276966301124,0.04236076007900281,0.9158677512934773,39.61690815006468,0.02311810270060113,2.0612773275114393,38299.06,23.4
CMP-034,Email | Holiday Drop | 034,Email,Retention and lifecycle marketing,2024-02-02,2024-02-29,5698.01,1076000,53800,VIP customers,France,Desktop,658,57408.19,9.075129738277047,10.075129738277047,0.05,0.10591096654275094,8.659589665653495,0.012230483271375464,1.0670667286245354,51710.18,40.1
CMP-035,Meta Ads | Beauty Boost | 035,Meta Ads,Prospecting and retargeting,2025-08-23,2025-11-07,51529.19,2997794,96438,New shoppers,Germany,Desktop,437,36524.43,-0.29118951801881615,0.7088104819811838,0.03216965541995214,0.5343245401190402,117.91576659038903,0.004531408780771066,0.37873483481615133,-15004.760000000002,18.2
CMP-036,TikTok Ads | Beauty Boost | 036,TikTok Ads,New customer acquisition,2025-04-20,2025-06-09,42972.86,1153300,57665,Young fashion buyers,UK,Mobile,197,16037.49,-0.6267995660516894,0.3732004339483106,0.05,0.7452156420705801,218.13634517766496,0.0034162837076216076,0.27811480100580943,-26935.370000000003,14.9
CMP-037,Organic Search | Sneaker Week | 037,Organic Search,SEO-led acquisition,2024-12-13,2025-01-25,3839.7,399080,19954,VIP customers,Spain,Mobile,836,73876.48,18.240169804932677,19.240169804932677,0.05,0.1924275834419164,4.592942583732057,0.04189636163175303,3.702339380575323,70036.78,58.9
CMP-038,TikTok Ads | Spring Edit | 038,TikTok Ads,New customer acquisition,2025-09-11,2025-12-06,43212.06,1154160,57708,Young fashion buyers,Poland,Mobile,222,18908.45,-0.5624265540684706,0.43757344593152936,0.05,0.7488053649407361,194.6489189189189,0.0038469536286130173,0.32765734386913425,-24303.609999999997,15.6
CMP-039,TikTok Ads | Premium Basics | 039,TikTok Ads,New customer acquisition,2024-06-25,2024-09-13,37482.96,1803840,90192,New shoppers,France,Desktop,458,38369.47,0.023651013687286223,1.0236510136872863,0.05,0.4155907397551889,81.84052401746725,0.005078055703388327,0.4254198820294483,886.510000000002,19.8
CMP-040,TikTok Ads | Sneaker Week | 040,TikTok Ads,New customer acquisition,2024-10-08,2024-11-18,30341.92,1089300,54465,Young fashion buyers,Germany,Tablet,104,8337.03,-0.7252306380084056,0.2747693619915945,0.05,0.5570902414394565,291.74923076923073,0.0019094831543192876,0.15307133021206282,-22004.89,12.8
CMP-041,Organic Search | Premium Basics | 041,Organic Search,SEO-led acquisition,2024-01-29,2024-04-20,4913.22,504200,25210,New shoppers,Netherlands,Mobile,772,64744.72,12.177655386894948,13.177655386894948,0.05,0.19489170963903213,6.364274611398964,0.030622768742562475,2.568215787385958,59831.5,46.5
CMP-042,Google Search | Back to Work | 042,Google Search,High-intent acquisition,2024-06-09,2024-07-16,24722.03,353720,17686,Discount-sensitive customers,Germany,Mobile,312,25779.56,0.04277682698386834,1.0427768269838684,0.05,1.3978304873911567,79.23727564102563,0.017641072034377474,1.4576252403030647,1057.5300000000025,19.9
CMP-043,Affiliate | Summer Sale | 043,Affiliate,Partner-led acquisition,2024-04-12,2024-05-06,25359.98,1648957,45943,New shoppers,Spain,Desktop,209,16823.38,-0.33661698471371027,0.6633830152862897,0.027861854493476786,0.5519878980475806,121.33961722488039,0.004549115207975099,0.36617939620834516,-8536.599999999999,18.0
CMP-044,Email | Premium Basics | 044,Email,Retention and lifecycle marketing,2024-03-19,2024-06-02,6296.28,846960,42348,Discount-sensitive customers,Netherlands,Mobile,685,61692.04,8.798172889388656,9.798172889388656,0.05,0.14867951260980447,9.191649635036496,0.016175498252573913,1.456787569660905,55395.76,39.6
CMP-045,Meta Ads | Sneaker Week | 045,Meta Ads,Prospecting and retargeting,2025-06-15,2025-08-26,33582.49,1024820,42230,Discount-sensitive customers,Germany,Mobile,673,57272.17,0.7054176149535071,1.705417614953507,0.04120723639273238,0.795228273739048,49.89968796433878,0.01593653800615676,1.356196305943642,23689.68,22.0
CMP-046,Affiliate | Beauty Boost | 046,Affiliate,Partner-led acquisition,2024-01-03,2024-01-26,32871.93,1535483,68098,Returning customers,Poland,Mobile,293,23591.93,-0.28230773185511165,0.7176922681448884,0.04434956297139076,0.48271505771094597,112.19088737201365,0.004302622690827924,0.3464408646362595,-9280.0,18.4
CMP-047,Organic Search | Premium Basics | 047,Organic Search,SEO-led acquisition,2024-12-20,2025-03-05,7909.47,829740,41487,Returning customers,France,Desktop,1611,144503.95,17.269738680341415,18.269738680341415,0.05,0.19064936004049463,4.909664804469274,0.03883144117434377,3.4831139875141615,136594.48,56.9
CMP-048,Affiliate | VIP Retention | 048,Affiliate,Partner-led acquisition,2024-06-17,2024-08-22,34396.05,1204430,44688,VIP customers,Germany,Mobile,451,39115.09,0.1371971490912472,1.1371971490912471,0.037103027988343036,0.7696932062298605,76.26618625277162,0.010092194772645901,0.8752929197994986,4719.039999999994,20.1
CMP-049,Google Search | VIP Retention | 049,Google Search,High-intent acquisition,2025-09-10,2025-10-20,32321.12,592059,28240,VIP customers,UK,Mobile,390,34909.66,0.0800881900132175,1.0800881900132175,0.04769794902197247,1.144515580736544,82.87466666666667,0.013810198300283285,1.2361777620396601,2588.5400000000045,19.9
CMP-050,Meta Ads | Summer Sale | 050,Meta Ads,Prospecting and retargeting,2025-09-11,2025-11-12,41022.45,1542633,52604,Returning customers,France,Mobile,768,65885.74,0.6060898361750703,1.6060898361750702,0.034100139177626825,0.7798351836362253,53.4146484375,0.014599650216713557,1.2524853623298609,24863.290000000008,21.7
CMP-051,Display Ads | Back to Work | 051,Display Ads,Awareness and remarketing,2025-01-20,2025-03-31,56285.12,7425129,99032,Discount-sensitive customers,France,Mobile,333,28773.7,-0.48878673439800785,0.5112132656019921,0.013337411376960588,0.5683528556426206,169.0243843843844,0.0033625494789562968,0.2905495193472817,-27511.420000000002,16.5
CMP-052,Display Ads | Beauty Boost | 052,Display Ads,Awareness and remarketing,2024-12-09,2025-01-24,48713.4,5772079,70406,Discount-sensitive customers,France,Desktop,99,8279.75,-0.8300313671392265,0.1699686328607734,0.012197684751022985,0.6918927364145101,492.05454545454546,0.0014061301593614182,0.11760006249467375,-40433.65,7.3
CMP-053,Organic Search | Spring Edit | 053,Organic Search,SEO-led acquisition,2024-06-09,2024-07-22,9617.75,954300,47715,Returning customers,UK,Mobile,1784,159197.65,15.552483689012503,16.5524836890125,0.05,0.20156659331447135,5.391115470852018,0.037388661846379546,3.3364277480876035,149579.9,53.4
CMP-054,Google Search | Holiday Drop | 054,Google Search,High-intent acquisition,2025-04-22,2025-06-03,52906.55,1444496,41709,VIP customers,Germany,Mobile,608,53257.43,0.0066320710762655544,1.0066320710762655,0.028874430943387867,1.268468436068954,87.01735197368421,0.014577189575391402,1.2768810088949627,350.8799999999974,19.6
CMP-055,TikTok Ads | Holiday Drop | 055,TikTok Ads,New customer acquisition,2025-03-12,2025-04-10,26596.77,907100,45355,Returning customers,Italy,Desktop,144,12835.17,-0.517416212570173,0.482583787429827,0.05,0.586413184874876,184.69979166666667,0.00317495314739279,0.282993495755705,-13761.6,16.0
CMP-056,Organic Search | Holiday Drop | 056,Organic Search,SEO-led acquisition,2025-05-06,2025-06-23,7947.55,896960,44848,New shoppers,Germany,Desktop,125,11012.23,0.3856131763876917,1.3856131763876918,0.05,0.1772108009275776,63.580400000000004,0.0027871922939707457,0.2455456207634677,3064.6799999999994,21.0
CMP-057,Display Ads | Premium Basics | 057,Display Ads,Awareness and remarketing,2025-08-23,2025-11-21,51134.29,7433578,110651,VIP customers,UK,Mobile,205,17843.05,-0.6510550943408034,0.34894490565919656,0.01488529480688842,0.4621222582715023,249.43556097560975,0.0018526719143975201,0.16125520781556424,-33291.240000000005,14.0
CMP-058,Display Ads | Summer Sale | 058,Display Ads,Awareness and remarketing,2025-06-29,2025-09-10,44291.63,5600800,62833,Premium shoppers,Germany,Mobile,364,31941.16,-0.27884433243933443,0.7211556675606655,0.011218575917726039,0.7049103178266197,121.68030219780219,0.0057931341810831885,0.5083500708226569,-12350.469999999998,18.1
CMP-059,Affiliate | Back to Work | 059,Affiliate,Partner-led acquisition,2024-05-05,2024-06-15,22235.33,1183632,25594,Returning customers,Netherlands,Mobile,63,5626.49,-0.7469572072912793,0.2530427927087207,0.021623274801627533,0.8687711963741502,352.94174603174605,0.002461514417441588,0.21983628975541142,-16608.840000000004,11.1
CMP-060,TikTok Ads | Sneaker Week | 060,TikTok Ads,New customer acquisition,2024-12-29,2025-03-05,38808.13,1229320,61466,Discount-sensitive customers,UK,Desktop,116,9310.31,-0.760093825700955,0.23990617429904507,0.05,0.6313755572186249,334.55284482758617,0.0018872222041453812,0.15147089447824813,-29497.82,11.6
CMP-061,Display Ads | Back to Work | 061,Display Ads,Awareness and remarketing,2024-08-04,2024-09-27,63043.15,7102343,83892,Discount-sensitive customers,Netherlands,Mobile,205,16578.78,-0.7370248789916113,0.26297512100838866,0.011811876728566897,0.7514798788919087,307.5275609756098,0.00244361798502837,0.19762051208696896,-46464.37,12.3
CMP-062,TikTok Ads | Sneaker Week | 062,TikTok Ads,New customer acquisition,2025-01-15,2025-03-11,33256.44,1233857,60908,Discount-sensitive customers,Germany,Mobile,309,24935.23,-0.25021349248446323,0.7497865075155368,0.049363905217541415,0.5460110330334275,107.62601941747573,0.005073225192092992,0.409391705523084,-8321.210000000003,18.5
CMP-063,Affiliate | Summer Sale | 063,Affiliate,Partner-led acquisition,2024-07-25,2024-08-28,9670.22,364516,15219,Discount-sensitive customers,Germany,Mobile,135,12265.62,0.26839099834336777,1.2683909983433677,0.041751253717257956,0.6354044286746829,71.63125925925925,0.008870490833826138,0.8059412576384782,2595.4000000000015,20.5
CMP-064,Google Search | VIP Retention | 064,Google Search,High-intent acquisition,2024-04-21,2024-06-30,47787.18,959120,47956,Young fashion buyers,Netherlands,Desktop,195,15827.82,-0.6687852264979854,0.33121477350201456,0.05,0.9964796897155727,245.06246153846155,0.004066227375093836,0.3300487947285011,-31959.36,14.1
CMP-065,Affiliate | Beauty Boost | 065,Affiliate,Partner-led acquisition,2024-07-04,2024-09-30,30114.14,1208446,51826,VIP customers,France,Desktop,185,15195.12,-0.4954157747822119,0.5045842252177881,0.04288648396370214,0.5810624011114113,162.77913513513514,0.0035696368618068153,0.29319492146798903,-14919.019999999999,16.6
CMP-066,Google Search | Back to Work | 066,Google Search,High-intent acquisition,2024-09-29,2024-12-26,64275.17,911360,45568,New shoppers,Spain,Mobile,640,54295.0,-0.15527255703874449,0.8447274429612555,0.05,1.410533049508427,100.429953125,0.014044943820224719,1.1915159761235956,-9980.169999999998,18.9
CMP-067,Email | Sneaker Week | 067,Email,Retention and lifecycle marketing,2025-07-25,2025-10-22,4594.31,1125200,56260,New shoppers,France,Desktop,489,43225.06,8.408389943212365,9.408389943212363,0.05,0.08166210451475293,9.395316973415134,0.008691788126555279,0.7683089228581585,38630.75,38.8
CMP-068,Affiliate | Back to Work | 068,Affiliate,Partner-led acquisition,2024-06-22,2024-09-15,31209.74,1515308,40111,New shoppers,Italy,Desktop,233,20272.72,-0.35043611385420065,0.6495638861457994,0.026470526124061908,0.7780843160230361,133.94738197424894,0.0058088803570092995,0.5054154720650196,-10937.02,17.6
CMP-069,Affiliate | VIP Retention | 069,Affiliate,Partner-led acquisition,2025-03-05,2025-05-19,32367.33,1362979,58448,Returning customers,Italy,Desktop,346,28091.53,-0.13210233899428847,0.8678976610057115,0.042882538909256855,0.553779941144265,93.54719653179191,0.005919791951820422,0.48062431563098823,-4275.800000000003,19.1
CMP-070,Organic Search | Sneaker Week | 070,Organic Search,SEO-led acquisition,2024-10-16,2024-11-06,6874.35,859700,42985,Premium shoppers,Italy,Mobile,405,34455.52,4.012185879392233,5.0121858793922325,0.05,0.15992439222984764,16.973703703703706,0.009421891357450274,0.8015707805048272,27581.17,29.6
CMP-071,Display Ads | Holiday Drop | 071,Display Ads,Awareness and remarketing,2024-09-27,2024-12-16,39489.76,4423971,49215,VIP customers,UK,Desktop,144,12740.67,-0.677367753058008,0.32263224694199205,0.011124620844033562,0.8023927664329981,274.2344444444445,0.002925937214263944,0.2588777811642792,-26749.090000000004,13.3
CMP-072,TikTok Ads | Premium Basics | 072,TikTok Ads,New customer acquisition,2025-07-19,2025-08-22,15392.46,591977,21637,Premium shoppers,UK,Mobile,77,6686.23,-0.5656165421251704,0.4343834578748296,0.0365504065191722,0.7113952950963627,199.90207792207792,0.0035587188612099642,0.30901834819984286,-8706.23,15.5
CMP-073,Organic Search | Summer Sale | 073,Organic Search,SEO-led acquisition,2024-12-14,2025-01-13,7386.41,1192060,59603,VIP customers,Germany,Mobile,563,47930.32,5.48898720758799,6.488987207587989,0.05,0.12392681576430717,13.119733570159857,0.009445833263426337,0.8041595221717027,40543.91,32.7
CMP-074,Meta Ads | VIP Retention | 074,Meta Ads,Prospecting and retargeting,2024-02-23,2024-03-19,34118.74,1249877,37957,VIP customers,France,Tablet,242,21094.55,-0.38173127143616675,0.6182687285638333,0.03036858826908568,0.8988787311958268,140.98652892561984,0.006375635587638644,0.5557486102695155,-13024.189999999999,17.4
CMP-075,Email | Premium Basics | 075,Email,Retention and lifecycle marketing,2025-09-20,2025-12-02,5148.25,914380,45719,Returning customers,Netherlands,Mobile,352,30740.6,4.971077550623998,5.971077550623998,0.05,0.11260635621951487,14.625710227272727,0.007699206019379252,0.6723812856799142,25592.35,31.6
CMP-076,Email | Back to Work | 076,Email,Retention and lifecycle marketing,2025-10-04,2025-12-15,5512.44,875800,43790,Returning customers,Germany,Desktop,573,48813.29,7.8551149763081325,8.855114976308133,0.05,0.1258835350536652,9.620314136125653,0.0130851792646723,1.1147131765243206,43300.85,37.6
CMP-077,Organic Search | Beauty Boost | 077,Organic Search,SEO-led acquisition,2024-01-02,2024-02-11,7272.66,755340,37767,VIP customers,Poland,Desktop,691,57620.27,6.922860411458807,7.922860411458806,0.05,0.1925665263325125,10.524833574529668,0.01829639632483385,1.525677708052003,50347.61,35.7
CMP-078,Meta Ads | Back to Work | 078,Meta Ads,Prospecting and retargeting,2024-06-15,2024-09-01,76153.24,2955123,97210,New shoppers,Italy,Tablet,503,42800.55,-0.43796810221075294,0.562031897789247,0.03289541585917067,0.7833889517539349,151.39809145129226,0.005174364777286287,0.4402895792613929,-33352.69,17.0
CMP-079,Display Ads | Back to Work | 079,Display Ads,Awareness and remarketing,2025-05-24,2025-07-19,44246.46,9623941,68678,New shoppers,UK,Mobile,128,10275.05,-0.7677769023781791,0.23222309762182103,0.007136161786527993,0.644259588223303,345.67546875,0.0018637700573691722,0.1496119572497743,-33971.41,11.3
CMP-080,Affiliate | Sneaker Week | 080,Affiliate,Partner-led acquisition,2025-10-04,2025-11-25,22934.37,730568,26537,VIP customers,Germany,Desktop,313,26538.31,0.1571414431702289,1.157141443170229,0.036323791898906055,0.8642412480687341,73.27274760383386,0.011794852470136036,1.0000493650374949,3603.9400000000023,20.3
CMP-081,Google Search | Back to Work | 081,Google Search,High-intent acquisition,2024-10-20,2024-11-24,32197.36,496800,24840,New shoppers,Netherlands,Mobile,405,36316.91,0.12794682545401248,1.1279468254540124,0.05,1.2961900161030595,79.49965432098766,0.016304347826086956,1.4620334138486313,4119.550000000003,20.0
CMP-082,TikTok Ads | Holiday Drop | 082,TikTok Ads,New customer acquisition,2024-03-13,2024-05-08,31580.08,1352240,67612,Premium shoppers,UK,Mobile,202,17201.81,-0.45529555339948474,0.5447044466005153,0.05,0.4670780334851802,156.3370297029703,0.00298763533100633,0.254419481748802,-14378.27,16.9
CMP-083,Email | Summer Sale | 083,Email,Retention and lifecycle marketing,2025-01-25,2025-03-03,4703.0,939980,46999,Premium shoppers,Germany,Mobile,1746,153630.2,31.666425685732513,32.66642568573251,0.05,0.1000659588501883,2.693585337915235,0.03714972658992745,3.268797208451244,148927.2,86.4
CMP-084,Google Search | Spring Edit | 084,Google Search,High-intent acquisition,2025-07-18,2025-09-26,25071.34,388708,16901,New shoppers,Germany,Mobile,371,31866.13,0.2710182224005578,1.2710182224005577,0.043479938668615,1.4834234660670966,67.57773584905661,0.02195136382462576,1.8854582569078753,6794.790000000001,20.6
CMP-085,Email | Sneaker Week | 085,Email,Retention and lifecycle marketing,2024-04-10,2024-05-08,5727.09,808680,40434,Premium shoppers,Germany,Desktop,625,57154.84,8.979734909002651,9.979734909002651,0.05,0.14164045110550527,9.163344,0.015457288420636098,1.4135341544244941,51427.75,39.9
CMP-086,Meta Ads | Summer Sale | 086,Meta Ads,Prospecting and retargeting,2024-12-14,2025-02-16,31764.61,1325576,40049,Premium shoppers,France,Mobile,402,33463.34,0.053478698463478566,1.0534786984634785,0.030212526479055143,0.7931436490299384,79.01644278606965,0.010037703812829283,0.8355599390746334,1698.729999999996,19.9
